time,lat,lon,altitude_m,true_track_deg,onground,icao24,callsign,origin,destination,first_seen,last_seen,duration_hours
2026-05-24 15:48:03+00:00,41.5811,44.4817,10668,100,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:48:03+00:00,41.5811,44.4817,10363,100,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:48:03+00:00,41.5811,44.4817,10668,100,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:48:03+00:00,41.5811,44.4817,10363,100,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:48:03+00:00,41.5811,44.4817,10668,100,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:49:35+00:00,41.5433,44.7489,10363,100,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:50:39+00:00,41.5165,44.9355,10668,100,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:50:47+00:00,41.513,44.9596,10363,100,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:52:16+00:00,41.4756,45.2213,10668,101,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:52:24+00:00,41.4719,45.2418,10363,104,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:52:31+00:00,41.4668,45.2616,10668,109,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:52:42+00:00,41.4572,45.29,10363,115,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:52:51+00:00,41.4477,45.3118,10668,121,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:52:58+00:00,41.4381,45.33,10668,126,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:53:05+00:00,41.4291,45.3446,10363,129,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:53:13+00:00,41.4177,45.3613,10668,132,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:55:18+00:00,41.2383,45.6151,10668,131,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:55:26+00:00,41.2278,45.6328,10668,127,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:55:33+00:00,41.2195,45.649,10668,123,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:55:38+00:00,41.2129,45.6635,10668,119,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:55:49+00:00,41.2027,45.6901,10668,115,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:55:56+00:00,41.1969,45.7084,10668,111,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 15:56:34+00:00,41.1692,45.8113,10668,109,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:00:35+00:00,40.9925,46.4719,10668,109,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:00:43+00:00,40.9865,46.4939,10363,109,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:02:18+00:00,40.9163,46.7524,10668,109,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:02:25+00:00,40.9119,46.7723,10668,104,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:02:32+00:00,40.9088,46.7921,10668,100,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:02:40+00:00,40.9067,46.8158,10668,95,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:02:45+00:00,40.9062,46.8301,10668,90,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:02:55+00:00,40.9072,46.8605,10668,85,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:02:57+00:00,40.9077,46.8661,10668,84,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:02:57+00:00,40.9077,46.8661,10363,84,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:02:57+00:00,40.9077,46.8661,10668,84,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:02:57+00:00,40.9077,46.8661,10363,84,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 16:02:57+00:00,40.9077,46.8661,10668,84,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:15:36+00:00,23.0395,112.9343,9448,94,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:15:36+00:00,23.0395,112.9343,9448,94,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:19:19+00:00,22.9036,113.2319,9448,161,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:19:35+00:00,22.8647,113.2455,9448,162,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:20:15+00:00,22.7182,113.2953,9144,162,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:20:38+00:00,22.6139,113.3312,8839,162,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:24:22+00:00,22.6035,113.3348,8534,162,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:24:27+00:00,22.446,113.3894,8229,162,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:25:49+00:00,22.3989,113.4057,7924,162,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:26:54+00:00,22.2268,113.4649,7620,162,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:27:02+00:00,22.2117,113.4702,7315,162,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:27:22+00:00,22.1223,113.5031,7010,160,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 23:27:32+00:00,22.0242,113.5416,6705,158,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-25 11:00:53+00:00,22.3033,113.9198,0,250,False,780a61,CPA252  ,EGLL,VMMC,2026-05-24 11:34:55+00:00,2026-05-24 23:27:32+00:00,11.876944444444444
2026-05-24 12:05:46+00:00,51.4648,-0.4837,0,269,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:06:02+00:00,51.4645,-0.5031,0,268,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:07:07+00:00,51.4637,-0.6053,304,267,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:07:12+00:00,51.4632,-0.6145,304,263,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:07:22+00:00,51.4607,-0.6333,609,255,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:07:39+00:00,51.4554,-0.6654,609,256,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:07:44+00:00,51.4542,-0.6753,914,260,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:07:49+00:00,51.4535,-0.6852,914,265,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:07:55+00:00,51.4534,-0.6966,914,269,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:08:06+00:00,51.4535,-0.718,914,270,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:08:23+00:00,51.4536,-0.7511,1219,270,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:08:51+00:00,51.4535,-0.8045,1524,269,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:09:17+00:00,51.453,-0.8553,1828,268,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:09:23+00:00,51.4529,-0.867,2133,269,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:09:33+00:00,51.4535,-0.8865,2133,276,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:09:38+00:00,51.4545,-0.8965,2133,279,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:09:44+00:00,51.4559,-0.9079,2133,281,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:10:07+00:00,51.4613,-0.952,2438,280,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:10:24+00:00,51.4651,-0.9853,2743,281,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:10:29+00:00,51.4664,-0.9945,2743,283,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:10:35+00:00,51.4684,-1.0052,2743,289,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:10:40+00:00,51.4709,-1.015,2743,292,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:10:46+00:00,51.4737,-1.0252,3048,295,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:11:57+00:00,51.5177,-1.1695,3048,296,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:12:38+00:00,51.5465,-1.2631,3352,296,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:12:55+00:00,51.559,-1.3023,3657,298,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:13:17+00:00,51.5774,-1.3525,3657,300,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:13:57+00:00,51.6126,-1.4462,3962,301,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:14:03+00:00,51.6181,-1.4611,4267,300,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:14:10+00:00,51.6234,-1.4767,4267,297,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:14:15+00:00,51.6279,-1.4917,4267,294,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:14:21+00:00,51.6316,-1.5057,4267,292,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:14:26+00:00,51.6348,-1.5187,4267,291,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:15:06+00:00,51.6596,-1.6251,4572,290,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:15:46+00:00,51.6852,-1.7312,4876,291,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:16:23+00:00,51.7092,-1.8315,5181,290,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:16:52+00:00,51.7272,-1.908,5486,290,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:16:58+00:00,51.7306,-1.9245,5486,287,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:17:02+00:00,51.733,-1.938,5486,284,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:17:09+00:00,51.736,-1.9585,5791,282,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:17:48+00:00,51.7515,-2.0713,5791,282,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:18:45+00:00,51.7751,-2.2373,6096,282,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:19:25+00:00,51.7921,-2.3595,6400,282,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:20:13+00:00,51.8124,-2.5066,6705,282,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:21:23+00:00,51.8424,-2.7273,7010,282,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:22:02+00:00,51.8595,-2.8526,7315,283,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:22:08+00:00,51.8628,-2.8712,7620,287,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:22:15+00:00,51.8674,-2.891,7620,292,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:22:20+00:00,51.8725,-2.9079,7620,297,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:22:27+00:00,51.8803,-2.929,7620,303,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:23:09+00:00,51.9313,-3.0475,7620,303,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:23:45+00:00,51.9727,-3.1494,7924,303,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:24:37+00:00,52.0354,-3.3025,8229,303,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:25:34+00:00,52.1037,-3.4701,8534,303,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:26:30+00:00,52.1711,-3.6374,8839,303,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:27:44+00:00,52.2615,-3.8632,9144,303,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:28:48+00:00,52.3399,-4.0607,9448,302,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:29:44+00:00,52.4108,-4.2405,9753,302,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:30:35+00:00,52.4741,-4.4022,10058,302,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:31:17+00:00,52.5251,-4.5332,10363,302,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:32:40+00:00,52.6238,-4.7887,10668,302,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:47:39+00:00,53.6574,-7.6335,10972,299,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:59:17+00:00,54.3997,-9.8975,10972,300,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:59:26+00:00,54.4102,-9.9261,10972,302,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:59:38+00:00,54.4247,-9.9626,10972,305,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 12:59:49+00:00,54.44,-9.9981,10972,307,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:00:01+00:00,54.4559,-10.032,10972,309,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:00:13+00:00,54.4725,-10.0651,10972,311,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:00:25+00:00,54.4906,-10.0985,10972,313,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:00:36+00:00,54.5078,-10.1281,10972,316,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:00:48+00:00,54.5273,-10.1591,10972,318,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:00:59+00:00,54.5457,-10.1863,10972,320,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:01:10+00:00,54.5668,-10.2152,10972,322,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:01:23+00:00,54.5888,-10.243,10972,324,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:01:33+00:00,54.6077,-10.2651,10972,326,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:06:32+00:00,55.1807,-10.8841,10972,327,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:06:37+00:00,55.192,-10.8965,10668,327,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:15:47+00:00,56.1991,-12.0384,10972,326,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 13:16:46+00:00,56.3057,-12.1637,11277,326,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 14:07:38+00:00,62.091,-20.1313,11582,307,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 14:21:11+00:00,63.231,-23.456,11582,305,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 14:31:04+00:00,64.0062,-26.0321,11582,302,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 17:37:15+00:00,64.6035,-85.8104,11887,241,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 17:45:06+00:00,64.1049,-87.8889,11887,240,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 17:55:04+00:00,63.4314,-90.4172,12192,237,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 18:06:46+00:00,62.5841,-93.2401,12192,235,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 18:13:30+00:00,62.0681,-94.8021,12192,233,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 18:14:33+00:00,61.9839,-95.0421,12192,229,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 18:14:33+00:00,61.9839,-95.0421,12192,229,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 19:19:13+00:00,55.8245,-106.6041,12192,216,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 19:34:06+00:00,54.2541,-108.5638,12192,214,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 19:45:56+00:00,52.9803,-110.0218,12192,213,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
2026-05-24 19:46:10+00:00,52.9542,-110.0486,12192,210,False,407698,VIR19Z  ,EGLL,52CN,2026-05-24 12:05:46+00:00,2026-05-24 21:45:35+00:00,9.663611111111111
